628	2	
1.4552282391834659922e-02	1.2043762503334574931e-02	0.0000000000000000000e+00	
1.5092799876299835271e-02	1.2249570461780823205e-02	0.0000000000000000000e+00	
1.5642980534554509070e-02	1.2454659521649728490e-02	0.0000000000000000000e+00	
1.6202810554201054621e-02	1.2659023798873667022e-02	0.0000000000000000000e+00	
1.6772275880592556890e-02	1.2862657358455171358e-02	0.0000000000000000000e+00	
1.7351362217185830467e-02	1.3065554215867010088e-02	0.0000000000000000000e+00	
1.7940055025900260993e-02	1.3267708338467815860e-02	0.0000000000000000000e+00	
1.8538339527482784047e-02	1.3469113646933029288e-02	0.0000000000000000000e+00	
1.9146200701878914735e-02	1.3669764016700636580e-02	0.0000000000000000000e+00	
1.9763623288609810658e-02	1.3869653279431310572e-02	0.0000000000000000000e+00	
2.0390591787155545184e-02	1.4068775224482519756e-02	0.0000000000000000000e+00	
2.1027090457343966534e-02	1.4267123600395992949e-02	0.0000000000000000000e+00	
2.1673103319746145345e-02	1.4464692116398404284e-02	0.0000000000000000000e+00	
2.2328614156077321307e-02	1.4661474443914490964e-02	0.0000000000000000000e+00	
2.2993606509604271743e-02	1.4857464218092376537e-02	0.0000000000000000000e+00	
2.3668063685558272946e-02	1.5052655039340509871e-02	0.0000000000000000000e+00	
2.4351968751554278758e-02	1.5247040474875806979e-02	0.0000000000000000000e+00	
2.5045304538016080476e-02	1.5440614060282570677e-02	0.0000000000000000000e+00	
2.5748053638607350940e-02	1.5633369301081619096e-02	0.0000000000000000000e+00	
2.6460198410668447910e-02	1.5825299674309144249e-02	0.0000000000000000000e+00	
2.7181720975659698358e-02	1.6016398630105063011e-02	0.0000000000000000000e+00	
2.7912603219609800204e-02	1.6206659593309951511e-02	0.0000000000000000000e+00	
2.8652826793570975589e-02	1.6396075965070571606e-02	0.0000000000000000000e+00	
2.9402373114079297101e-02	1.6584641124453038813e-02	0.0000000000000000000e+00	
3.0161223363621526145e-02	1.6772348430063602209e-02	0.0000000000000000000e+00	
3.0929358491107273449e-02	1.6959191221676144651e-02	0.0000000000000000000e+00	
3.1706759212347494781e-02	1.7145162821866167385e-02	0.0000000000000000000e+00	
3.2493406010538454509e-02	1.7330256537650731707e-02	0.0000000000000000000e+00	
3.3289279136751746824e-02	1.7514465662133753970e-02	0.0000000000000000000e+00	
3.4094358610430267054e-02	1.7697783476156345173e-02	0.0000000000000000000e+00	
3.4908624219889494711e-02	1.7880203249951501232e-02	0.0000000000000000000e+00	
3.5732055522825149907e-02	1.8061718244802831695e-02	0.0000000000000000000e+00	
3.6564631846826414763e-02	1.8242321714706775243e-02	0.0000000000000000000e+00	
3.7406332289894810017e-02	1.8422006908037687894e-02	0.0000000000000000000e+00	
3.8257135720968983572e-02	1.8600767069215547178e-02	0.0000000000000000000e+00	
3.9117020780455251383e-02	1.8778595440375561026e-02	0.0000000000000000000e+00	
3.9985965880763668645e-02	1.8955485263039282412e-02	0.0000000000000000000e+00	
4.0863949206850241902e-02	1.9131429779786841144e-02	0.0000000000000000000e+00	
4.1750948716764484103e-02	1.9306422235929539960e-02	0.0000000000000000000e+00	
4.2646942142202659554e-02	1.9480455881182558164e-02	0.0000000000000000000e+00	
4.3551906989067079579e-02	1.9653523971337273635e-02	0.0000000000000000000e+00	
4.4465820538030609299e-02	1.9825619769932439906e-02	0.0000000000000000000e+00	
4.5388659845107121038e-02	1.9996736549924096910e-02	0.0000000000000000000e+00	
4.6320401742227582109e-02	2.0166867595353521470e-02	0.0000000000000000000e+00	
4.7261022837821457798e-02	2.0336006203012683274e-02	0.0000000000000000000e+00	
4.8210499517404373226e-02	2.0504145684106963449e-02	0.0000000000000000000e+00	
4.9168807944170472846e-02	2.0671279365914320414e-02	0.0000000000000000000e+00	
5.0135924059591198410e-02	2.0837400593440767727e-02	0.0000000000000000000e+00	
5.1111823584019201727e-02	2.1002502731071470005e-02	0.0000000000000000000e+00	
5.2096482017297822409e-02	2.1166579164216946934e-02	0.0000000000000000000e+00	
5.3089874639376116727e-02	2.1329623300954135556e-02	0.0000000000000000000e+00	
5.4091976510929652699e-02	2.1491628573661658574e-02	0.0000000000000000000e+00	
5.5102762473986557912e-02	2.1652588440648896234e-02	0.0000000000000000000e+00	
5.6122207152558979681e-02	2.1812496387778299717e-02	0.0000000000000000000e+00	
5.7150284953280207356e-02	2.1971345930080675435e-02	0.0000000000000000000e+00	
5.8186970066047338790e-02	2.2129130613362898994e-02	0.0000000000000000000e+00	
5.9232236464669178744e-02	2.2285844015807465546e-02	0.0000000000000000000e+00	
6.0286057907519424726e-02	2.2441479749563567753e-02	0.0000000000000000000e+00	
6.1348407938195806399e-02	2.2596031462329392581e-02	0.0000000000000000000e+00	
6.2419259886184047526e-02	2.2749492838924783439e-02	0.0000000000000000000e+00	
6.3498586867527517796e-02	2.2901857602854319707e-02	0.0000000000000000000e+00	
6.4586361785502172106e-02	2.3053119517859932408e-02	0.0000000000000000000e+00	
6.5682557331296687053e-02	2.3203272389462955422e-02	0.0000000000000000000e+00	
6.6787145984698259582e-02	2.3352310066495050173e-02	0.0000000000000000000e+00	
6.7900100014783415503e-02	2.3500226442617559719e-02	0.0000000000000000000e+00	
6.9021391480614147085e-02	2.3647015457828896717e-02	0.0000000000000000000e+00	
7.0150992231939435229e-02	2.3792671099959635667e-02	0.0000000000000000000e+00	
7.1288873909901934178e-02	2.3937187406154733504e-02	0.0000000000000000000e+00	
7.2435007947749957546e-02	2.4080558464342677327e-02	0.0000000000000000000e+00	
7.3589365571554710144e-02	2.4222778414691004123e-02	0.0000000000000000000e+00	
7.4751917800932474178e-02	2.4363841451047831693e-02	0.0000000000000000000e+00	
7.5922635449772318816e-02	2.4503741822369123210e-02	0.0000000000000000000e+00	
7.7101489126968889010e-02	2.4642473834131123356e-02	0.0000000000000000000e+00	
7.8288449237160009919e-02	2.4780031849727768289e-02	0.0000000000000000000e+00	
7.9483485981470064496e-02	2.4916410291852597592e-02	0.0000000000000000000e+00	
8.0686569358257645423e-02	2.5051603643864817778e-02	0.0000000000000000000e+00	
8.1897669163869188380e-02	2.5185606451139139206e-02	0.0000000000000000000e+00	
8.3116754993397018447e-02	2.5318413322399192095e-02	0.0000000000000000000e+00	
8.4343796241442572925e-02	2.5450018931033869390e-02	0.0000000000000000000e+00	
8.5578762102885008733e-02	2.5580418016396599956e-02	0.0000000000000000000e+00	
8.6821621573654458870e-02	2.5709605385086983093e-02	0.0000000000000000000e+00	
8.8072343451510229362e-02	2.5837575912214562346e-02	0.0000000000000000000e+00	
8.9330896336824547332e-02	2.5964324542644381250e-02	0.0000000000000000000e+00	
9.0597248633370333626e-02	2.6089846292224008750e-02	0.0000000000000000000e+00	
9.1871368549114817981e-02	2.6214136248991770639e-02	0.0000000000000000000e+00	
9.3153224097017608973e-02	2.6337189574365895556e-02	0.0000000000000000000e+00	
9.4442783095833648943e-02	2.6459001504314155762e-02	0.0000000000000000000e+00	
9.5740013170921178798e-02	2.6579567350503863904e-02	0.0000000000000000000e+00	
9.7044881755054490657e-02	2.6698882501431920461e-02	0.0000000000000000000e+00	
9.8357356089241509967e-02	2.6816942423534575329e-02	0.0000000000000000000e+00	
9.9677403223546304223e-02	2.6933742662276733554e-02	0.0000000000000000000e+00	
1.0100499001791632403e-01	2.7049278843220427027e-02	0.0000000000000000000e+00	
1.0234008314301412668e-01	2.7163546673072348075e-02	0.0000000000000000000e+00	
1.0368264908105456756e-01	2.7276541940710108403e-02	0.0000000000000000000e+00	
1.0503265412664571088e-01	2.7388260518187070719e-02	0.0000000000000000000e+00	
1.0639006438763548568e-01	2.7498698361715281230e-02	0.0000000000000000000e+00	
1.0775484578596238039e-01	2.7607851512626804813e-02	0.0000000000000000000e+00	
1.0912696405851091130e-01	2.7715716098312623283e-02	0.0000000000000000000e+00	
1.1050638475797192051e-01	2.7822288333139402056e-02	0.0000000000000000000e+00	
1.1189307325370730084e-01	2.7927564519343601318e-02	0.0000000000000000000e+00	
1.1328699473261948094e-01	2.8031541047902976821e-02	0.0000000000000000000e+00	
1.1468811420002529566e-01	2.8134214399385105987e-02	0.0000000000000000000e+00	
1.1609639648053469985e-01	2.8235581144772967099e-02	0.0000000000000000000e+00	
1.1751180621893363154e-01	2.8335637946267124010e-02	0.0000000000000000000e+00	
1.1893430788107198226e-01	2.8434381558064769635e-02	0.0000000000000000000e+00	
1.2036386575475513383e-01	2.8531808827115007210e-02	0.0000000000000000000e+00	
1.2180044395064104634e-01	2.8627916693850664204e-02	0.0000000000000000000e+00	
1.2324400640314109312e-01	2.8722702192896215623e-02	0.0000000000000000000e+00	
1.2469451687132529494e-01	2.8816162453751882622e-02	0.0000000000000000000e+00	
1.2615193893983245310e-01	2.8908294701453614989e-02	0.0000000000000000000e+00	
1.2761623601978416831e-01	2.8999096257209023425e-02	0.0000000000000000000e+00	
1.2908737134970352245e-01	2.9088564539009084675e-02	0.0000000000000000000e+00	
1.3056530799643800700e-01	2.9176697062215536244e-02	0.0000000000000000000e+00	
1.3205000885608630945e-01	2.9263491440123856613e-02	0.0000000000000000000e+00	
1.3354143665493062310e-01	2.9348945384501813616e-02	0.0000000000000000000e+00	
1.3503955395037176013e-01	2.9433056706103535860e-02	0.0000000000000000000e+00	
1.3654432313186931625e-01	2.9515823315158923323e-02	0.0000000000000000000e+00	
1.3805570642188597086e-01	2.9597243221838501204e-02	0.0000000000000000000e+00	
1.3957366587683592285e-01	2.9677314536693578245e-02	0.0000000000000000000e+00	
1.4109816338803732316e-01	2.9756035471071775461e-02	0.0000000000000000000e+00	
1.4262916068266914826e-01	2.9833404337507748311e-02	0.0000000000000000000e+00	
1.4416661932473193164e-01	2.9909419550089286211e-02	0.0000000000000000000e+00	
1.4571050071601274190e-01	2.9984079624798640196e-02	0.0000000000000000000e+00	
1.4726076609705440745e-01	3.0057383179829075259e-02	0.0000000000000000000e+00	
1.4881737654812807192e-01	3.0129328935876848600e-02	0.0000000000000000000e+00	
1.5038029299021091201e-01	3.0199915716408301525e-02	0.0000000000000000000e+00	
1.5194947618596665873e-01	3.0269142447902470938e-02	0.0000000000000000000e+00	
1.5352488674073105912e-01	3.0337008160068946322e-02	0.0000000000000000000e+00	
1.5510648510350080742e-01	3.0403511986041187320e-02	0.0000000000000000000e+00	
1.5669423156792619545e-01	3.0468653162545284580e-02	0.0000000000000000000e+00	
1.5828808627330839820e-01	3.0532431030044278331e-02	0.0000000000000000000e+00	
1.5988800920559978480e-01	3.0594845032858059009e-02	0.0000000000000000000e+00	
1.6149396019840878136e-01	3.0655894719258860309e-02	0.0000000000000000000e+00	
1.6310589893400806449e-01	3.0715579741542625714e-02	0.0000000000000000000e+00	
1.6472378494434664065e-01	3.0773899856076127046e-02	0.0000000000000000000e+00	
1.6634757761206631077e-01	3.0830854923320050176e-02	0.0000000000000000000e+00	
1.6797723617152074405e-01	3.0886444907828138062e-02	0.0000000000000000000e+00	
1.6961271970979940882e-01	3.0940669878222450129e-02	0.0000000000000000000e+00	
1.7125398716775430685e-01	3.0993530007144960009e-02	0.0000000000000000000e+00	
1.7290099734103114848e-01	3.1045025571185515950e-02	0.0000000000000000000e+00	
1.7455370888110346983e-01	3.1095156950786403266e-02	0.0000000000000000000e+00	
1.7621208029631080239e-01	3.1143924630123477615e-02	0.0000000000000000000e+00	
1.7787606995290047851e-01	3.1191329196964320131e-02	0.0000000000000000000e+00	
1.7954563607607268438e-01	3.1237371342503195831e-02	0.0000000000000000000e+00	
1.8122073675102923218e-01	3.1282051861173346130e-02	0.0000000000000000000e+00	
1.8290132992402596823e-01	3.1325371650436480142e-02	0.0000000000000000000e+00	
1.8458737340342828981e-01	3.1367331710549867241e-02	0.0000000000000000000e+00	
1.8627882486077079749e-01	3.1407933144311082907e-02	0.0000000000000000000e+00	
1.8797564183181939002e-01	3.1447177156780692364e-02	0.0000000000000000000e+00	
1.8967778171763802209e-01	3.1485065054982941390e-02	0.0000000000000000000e+00	
1.9138520178565734953e-01	3.1521598247584846353e-02	0.0000000000000000000e+00	
1.9309785917074837047e-01	3.1556778244553732038e-02	0.0000000000000000000e+00	
1.9481571087629800942e-01	3.1590606656793494833e-02	0.0000000000000000000e+00	
1.9653871377528864262e-01	3.1623085195759841060e-02	0.0000000000000000000e+00	
1.9826682461138106506e-01	3.1654215673054687807e-02	0.0000000000000000000e+00	
2.0000000000000006661e-01	3.1683999999999996888e-02	0.0000000000000000000e+00	
2.0173819642942381059e-01	3.1712440187191284768e-02	0.0000000000000000000e+00	
2.0348137026187648746e-01	3.1739538344030995831e-02	0.0000000000000000000e+00	
2.0522947773462335563e-01	3.1765296678242065098e-02	0.0000000000000000000e+00	
2.0698247496106950138e-01	3.1789717495361975719e-02	0.0000000000000000000e+00	
2.0874031793186215156e-01	3.1812803198217352862e-02	0.0000000000000000000e+00	
2.1050296251599462383e-01	3.1834556286379635248e-02	0.0000000000000000000e+00	
2.1227036446191516195e-01	3.1854979355602018598e-02	0.0000000000000000000e+00	
2.1404247939863729755e-01	3.1874075097237788978e-02	0.0000000000000000000e+00	
2.1581926283685393120e-01	3.1891846297640503993e-02	0.0000000000000000000e+00	
2.1760067017005449430e-01	3.1908295837546361839e-02	0.0000000000000000000e+00	
2.1938665667564430373e-01	3.1923426691438903935e-02	0.0000000000000000000e+00	
2.2117717751606771892e-01	3.1937241926896300925e-02	0.0000000000000000000e+00	
2.2297218773993376928e-01	3.1949744703921818811e-02	0.0000000000000000000e+00	
2.2477164228314469585e-01	3.1960938274257513769e-02	0.0000000000000000000e+00	
2.2657549597002679675e-01	3.1970825980681447098e-02	0.0000000000000000000e+00	
2.2838370351446546369e-01	3.1979411256289072552e-02	0.0000000000000000000e+00	
2.3019621952104130091e-01	3.1986697623758608700e-02	0.0000000000000000000e+00	
2.3201299848617013000e-01	3.1992688694601228994e-02	0.0000000000000000000e+00	
2.3383399479924543707e-01	3.1997388168396062591e-02	0.0000000000000000000e+00	
2.3565916274378315154e-01	3.2000799832010373702e-02	0.0000000000000000000e+00	
2.3748845649856972773e-01	3.2002927558805495389e-02	0.0000000000000000000e+00	
2.3932183013881225264e-01	3.2003775307828559449e-02	0.0000000000000000000e+00	
2.4115923763729130158e-01	3.2003347122990535856e-02	0.0000000000000000000e+00	
2.4300063286551687458e-01	3.2001647132230887083e-02	0.0000000000000000000e+00	
2.4484596959488610923e-01	3.1998679546669163420e-02	0.0000000000000000000e+00	
2.4669520149784374130e-01	3.1994448659743955632e-02	0.0000000000000000000e+00	
2.4854828214904564621e-01	3.1988958846339468622e-02	0.0000000000000000000e+00	
2.5040516502652415687e-01	3.1982214561900181027e-02	0.0000000000000000000e+00	
2.5226580351285560200e-01	3.1974220341533764189e-02	0.0000000000000000000e+00	
2.5413015089633123056e-01	3.1964980799102940545e-02	0.0000000000000000000e+00	
2.5599816037212957953e-01	3.1954500626306295286e-02	0.0000000000000000000e+00	
2.5786978504349167274e-01	3.1942784591748533962e-02	0.0000000000000000000e+00	
2.5974497792289819031e-01	3.1929837540000845231e-02	0.0000000000000000000e+00	
2.6162369193324952477e-01	3.1915664390651098115e-02	0.0000000000000000000e+00	
2.6350587990904689173e-01	3.1900270137344914623e-02	0.0000000000000000000e+00	
2.6539149459757732652e-01	3.1883659846817555272e-02	0.0000000000000000000e+00	
2.6728048866009918028e-01	3.1865838657917117116e-02	0.0000000000000000000e+00	
2.6917281467303127984e-01	3.1846811780619606325e-02	0.0000000000000000000e+00	
2.7106842512914303134e-01	3.1826584495035795119e-02	0.0000000000000000000e+00	
2.7296727243874696622e-01	3.1805162150410737354e-02	0.0000000000000000000e+00	
2.7486930893089411843e-01	3.1782550164116095404e-02	0.0000000000000000000e+00	
2.7677448685457034516e-01	3.1758754020635542037e-02	0.0000000000000000000e+00	
2.7868275837989497923e-01	3.1733779270543875650e-02	0.0000000000000000000e+00	
2.8059407559932214582e-01	3.1707631529480015398e-02	0.0000000000000000000e+00	
2.8250839052884318958e-01	3.1680316477114306428e-02	0.0000000000000000000e+00	
2.8442565510919104455e-01	3.1651839856110607074e-02	0.0000000000000000000e+00	
2.8634582120704749064e-01	3.1622207471083352281e-02	0.0000000000000000000e+00	
2.8826884061625057676e-01	3.1591425187550252474e-02	0.0000000000000000000e+00	
2.9019466505900587405e-01	3.1559498930880537648e-02	0.0000000000000000000e+00	
2.9212324618709795132e-01	3.1526434685239738964e-02	0.0000000000000000000e+00	
2.9405453558310384876e-01	3.1492238492530834348e-02	0.0000000000000000000e+00	
2.9598848476160943832e-01	3.1456916451332382623e-02	0.0000000000000000000e+00	
2.9792504517042611711e-01	3.1420474715834048607e-02	0.0000000000000000000e+00	
2.9986416819180938820e-01	3.1382919494769775937e-02	0.0000000000000000000e+00	
3.0180580514368032796e-01	3.1344257050349016991e-02	0.0000000000000000000e+00	
3.0374990728084722003e-01	3.1304493697186443202e-02	0.0000000000000000000e+00	
3.0569642579622913203e-01	3.1263635801230392486e-02	0.0000000000000000000e+00	
3.0764531182208160187e-01	3.1221689778690605438e-02	0.0000000000000000000e+00	
3.0959651643122348963e-01	3.1178662094965226004e-02	0.0000000000000000000e+00	
3.1154999063826477324e-01	3.1134559263568048482e-02	0.0000000000000000000e+00	
3.1350568540083711966e-01	3.1089387845055632686e-02	0.0000000000000000000e+00	
3.1546355162082434509e-01	3.1043154445955359333e-02	0.0000000000000000000e+00	
3.1742354014559565067e-01	3.0995865717694161962e-02	0.0000000000000000000e+00	
3.1938560176923930234e-01	3.0947528355528719501e-02	0.0000000000000000000e+00	
3.2134968723379764288e-01	3.0898149097477324576e-02	0.0000000000000000000e+00	
3.2331574723050460207e-01	3.0847734723253496941e-02	0.0000000000000000000e+00	
3.2528373240102292918e-01	3.0796292053202292682e-02	0.0000000000000000000e+00	
3.2725359333868309086e-01	3.0743827947239028148e-02	0.0000000000000000000e+00	
3.2922528058972455600e-01	3.0690349303791081281e-02	0.0000000000000000000e+00	
3.3119874465453663648e-01	3.0635863058743106890e-02	0.0000000000000000000e+00	
3.3317393598890121531e-01	3.0580376184385762994e-02	0.0000000000000000000e+00	
3.3515080500523702911e-01	3.0523895688368652551e-02	0.0000000000000000000e+00	
3.3712930207384395054e-01	3.0466428612657449337e-02	0.0000000000000000000e+00	
3.3910937752414949120e-01	3.0407982032495530639e-02	0.0000000000000000000e+00	
3.4109098164595536007e-01	3.0348563055370942482e-02	0.0000000000000000000e+00	
3.4307406469068602028e-01	3.0288178819988187396e-02	0.0000000000000000000e+00	
3.4505857687263674638e-01	3.0226836495245892888e-02	0.0000000000000000000e+00	
3.4704446837022456807e-01	3.0164543279220225325e-02	0.0000000000000000000e+00	
3.4903168932723804829e-01	3.0101306398154371868e-02	0.0000000000000000000e+00	
3.5102018985408983687e-01	3.0037133105454749682e-02	0.0000000000000000000e+00	
3.5300992002906839140e-01	2.9972030680693675236e-02	0.0000000000000000000e+00	
3.5500082989959169666e-01	2.9906006428619204968e-02	0.0000000000000000000e+00	
3.5699286948346131698e-01	2.9839067678172327691e-02	0.0000000000000000000e+00	
3.5898598877011711483e-01	2.9771221781511564286e-02	0.0000000000000000000e+00	
3.6098013772189269099e-01	2.9702476113045619965e-02	0.0000000000000000000e+00	
3.6297526627527165743e-01	2.9632838068474044030e-02	0.0000000000000000000e+00	
3.6497132434214485386e-01	2.9562315063836209356e-02	0.0000000000000000000e+00	
3.6696826181106706466e-01	2.9490914534569125094e-02	0.0000000000000000000e+00	
3.6896602854851584530e-01	2.9418643934573902171e-02	0.0000000000000000000e+00	
3.7096457440014951601e-01	2.9345510735291419763e-02	0.0000000000000000000e+00	
3.7296384919206682085e-01	2.9271522424787435601e-02	0.0000000000000000000e+00	
3.7496380273206625366e-01	2.9196686506847199100e-02	0.0000000000000000000e+00	
3.7696438481090599470e-01	2.9121010500079865663e-02	0.0000000000000000000e+00	
3.7896554520356490192e-01	2.9044501937033041783e-02	0.0000000000000000000e+00	
3.8096723367050305820e-01	2.8967168363317509494e-02	0.0000000000000000000e+00	
3.8296939995892309572e-01	2.8889017336742456310e-02	0.0000000000000000000e+00	
3.8497199380403174240e-01	2.8810056426461391060e-02	0.0000000000000000000e+00	
3.8697496493030208997e-01	2.8730293212128818481e-02	0.0000000000000000000e+00	
3.8897826305273519587e-01	2.8649735283068203384e-02	0.0000000000000000000e+00	
3.9098183787812307299e-01	2.8568390237450960734e-02	0.0000000000000000000e+00	
3.9298563910631101326e-01	2.8486265681486933055e-02	0.0000000000000000000e+00	
3.9498961643146024425e-01	2.8403369228626573761e-02	0.0000000000000000000e+00	
3.9699371954331125201e-01	2.8319708498774839867e-02	0.0000000000000000000e+00	
3.9899789812844638215e-01	2.8235291117516960607e-02	0.0000000000000000000e+00	
4.0100210187155349573e-01	2.8150124715356373423e-02	0.0000000000000000000e+00	
4.0300628045668879240e-01	2.8064216926964868914e-02	0.0000000000000000000e+00	
4.0501038356853974465e-01	2.7977575390445225817e-02	0.0000000000000000000e+00	
4.0701436089368892013e-01	2.7890207746606172912e-02	0.0000000000000000000e+00	
4.0901816212187691590e-01	2.7802121638250111568e-02	0.0000000000000000000e+00	
4.1102173694726479303e-01	2.7713324709473737689e-02	0.0000000000000000000e+00	
4.1302503506969795444e-01	2.7623824604981334074e-02	0.0000000000000000000e+00	
4.1502800619596824649e-01	2.7533628969411236276e-02	0.0000000000000000000e+00	
4.1703060004107683767e-01	2.7442745446675315818e-02	0.0000000000000000000e+00	
4.1903276632949693070e-01	2.7351181679311803441e-02	0.0000000000000000000e+00	
4.2103445479643508698e-01	2.7258945307851240730e-02	0.0000000000000000000e+00	
4.2303561518909393868e-01	2.7166043970196042390e-02	0.0000000000000000000e+00	
4.2503619726793379074e-01	2.7072485301013304859e-02	0.0000000000000000000e+00	
4.2703615080793322356e-01	2.6978276931141340067e-02	0.0000000000000000000e+00	
4.2903542559985041738e-01	2.6883426487009771250e-02	0.0000000000000000000e+00	
4.3103397145148419911e-01	2.6787941590073208187e-02	0.0000000000000000000e+00	
4.3303173818893281322e-01	2.6691829856258821041e-02	0.0000000000000000000e+00	
4.3502867565785507953e-01	2.6595098895427538715e-02	0.0000000000000000000e+00	
4.3702473372472838697e-01	2.6497756310849159694e-02	0.0000000000000000000e+00	
4.3901986227810729790e-01	2.6399809698691285159e-02	0.0000000000000000000e+00	
4.4101401122988281855e-01	2.6301266647522060504e-02	0.0000000000000000000e+00	
4.4300713051653856089e-01	2.6202134737826968114e-02	0.0000000000000000000e+00	
4.4499917010040823673e-01	2.6102421541539379962e-02	0.0000000000000000000e+00	
4.4699007997093159750e-01	2.6002134621585196173e-02	0.0000000000000000000e+00	
4.4897981014591020754e-01	2.5901281531441156664e-02	0.0000000000000000000e+00	
4.5096831067276177407e-01	2.5799869814707443449e-02	0.0000000000000000000e+00	
4.5295553162977553185e-01	2.5697907004693820721e-02	0.0000000000000000000e+00	
4.5494142312736318701e-01	2.5595400624019916391e-02	0.0000000000000000000e+00	
4.5692593530931402412e-01	2.5492358184229332863e-02	0.0000000000000000000e+00	
4.5890901835404473985e-01	2.5388787185417455161e-02	0.0000000000000000000e+00	
4.6089062247585055321e-01	2.5284695115873324217e-02	0.0000000000000000000e+00	
4.6287069792615609387e-01	2.5180089451735068740e-02	0.0000000000000000000e+00	
4.6484919499476301530e-01	2.5074977656659114267e-02	0.0000000000000000000e+00	
4.6682606401109877359e-01	2.4969367181503051428e-02	0.0000000000000000000e+00	
4.6880125534546340793e-01	2.4863265464022274442e-02	0.0000000000000000000e+00	
4.7077471941027548841e-01	2.4756679928579841676e-02	0.0000000000000000000e+00	
4.7274640666131678701e-01	2.4649617985870085624e-02	0.0000000000000000000e+00	
4.7471626759897722625e-01	2.4542087032655476170e-02	0.0000000000000000000e+00	
4.7668425276949533131e-01	2.4434094451516948782e-02	0.0000000000000000000e+00	
4.7865031276620229050e-01	2.4325647610617142508e-02	0.0000000000000000000e+00	
4.8061439823076085309e-01	2.4216753863477123720e-02	0.0000000000000000000e+00	
4.8257645985440433822e-01	2.4107420548765932933e-02	0.0000000000000000000e+00	
4.8453644837917569932e-01	2.3997654990103124695e-02	0.0000000000000000000e+00	
4.8649431459916292475e-01	2.3887464495874085463e-02	0.0000000000000000000e+00	
4.8845000936173521566e-01	2.3776856359057994134e-02	0.0000000000000000000e+00	
4.9040348356877655478e-01	2.3665837857068546674e-02	0.0000000000000000000e+00	
4.9235468817791838703e-01	2.3554416251606886262e-02	0.0000000000000000000e+00	
4.9430357420377080135e-01	2.3442598788527061610e-02	0.0000000000000000000e+00	
4.9625009271915276887e-01	2.3330392697713486089e-02	0.0000000000000000000e+00	
4.9819419485631971645e-01	2.3217805192970553813e-02	0.0000000000000000000e+00	
5.0013583180819054519e-01	2.3104843471924138565e-02	0.0000000000000000000e+00	
5.0207495482957398281e-01	2.2991514715934691093e-02	0.0000000000000000000e+00	
5.0401151523839049506e-01	2.2877826090022156807e-02	0.0000000000000000000e+00	
5.0594546441689602911e-01	2.2763784742802037342e-02	0.0000000000000000000e+00	
5.0787675381290198207e-01	2.2649397806433005376e-02	0.0000000000000000000e+00	
5.0980533494099400382e-01	2.2534672396575222697e-02	0.0000000000000000000e+00	
5.1173115938374935663e-01	2.2419615612360006829e-02	0.0000000000000000000e+00	
5.1365417879295260928e-01	2.2304234536369867831e-02	0.0000000000000000000e+00	
5.1557434489080888884e-01	2.2188536234629303856e-02	0.0000000000000000000e+00	
5.1749160947115679932e-01	2.2072527756605730964e-02	0.0000000000000000000e+00	
5.1940592440067789859e-01	2.1956216135220949642e-02	0.0000000000000000000e+00	
5.2131724162010495416e-01	2.1839608386872183532e-02	0.0000000000000000000e+00	
5.2322551314542964374e-01	2.1722711511463089346e-02	0.0000000000000000000e+00	
5.2513069106910581496e-01	2.1605532492444387560e-02	0.0000000000000000000e+00	
5.2703272756125307819e-01	2.1488078296863697553e-02	0.0000000000000000000e+00	
5.2893157487085695756e-01	2.1370355875424615344e-02	0.0000000000000000000e+00	
5.3082718532696870906e-01	2.1252372162554777207e-02	0.0000000000000000000e+00	
5.3271951133990069760e-01	2.1134134076482520570e-02	0.0000000000000000000e+00	
5.3460850540242277340e-01	2.1015648519322121385e-02	0.0000000000000000000e+00	
5.3649412009095298615e-01	2.0896922377167431034e-02	0.0000000000000000000e+00	
5.3837630806675051964e-01	2.0777962520193211937e-02	0.0000000000000000000e+00	
5.4025502207710185409e-01	2.0658775802764716562e-02	0.0000000000000000000e+00	
5.4213021495650826065e-01	2.0539369063554621664e-02	0.0000000000000000000e+00	
5.4400183962787040937e-01	2.0419749125667321227e-02	0.0000000000000000000e+00	
5.4586984910366875834e-01	2.0299922796770484418e-02	0.0000000000000000000e+00	
5.4773419648714438690e-01	2.0179896869233267948e-02	0.0000000000000000000e+00	
5.4959483497347583203e-01	2.0059678120271522833e-02	0.0000000000000000000e+00	
5.5145171785095425943e-01	1.9939273312098975549e-02	0.0000000000000000000e+00	
5.5330479850215608106e-01	1.9818689192084928269e-02	0.0000000000000000000e+00	
5.5515403040511401844e-01	1.9697932492917600428e-02	0.0000000000000000000e+00	
5.5699936713448305881e-01	1.9577009932773451611e-02	0.0000000000000000000e+00	
5.5884076236270863181e-01	1.9455928215491399835e-02	0.0000000000000000000e+00	
5.6067816986118779177e-01	1.9334694030752760940e-02	0.0000000000000000000e+00	
5.6251154350143017790e-01	1.9213314054265760722e-02	0.0000000000000000000e+00	
5.6434083725621686511e-01	1.9091794947954744688e-02	0.0000000000000000000e+00	
5.6616600520075455183e-01	1.8970143360153814832e-02	0.0000000000000000000e+00	
5.6798700151382985890e-01	1.8848365925804605459e-02	0.0000000000000000000e+00	
5.6980378047895863247e-01	1.8726469266657868457e-02	0.0000000000000000000e+00	
5.7161629648553446970e-01	1.8604459991478840275e-02	0.0000000000000000000e+00	
